Date,Volatility
2014-04-17,0.06415899323514217
2014-04-18,0.055673081641598135
2014-04-19,0.057076558445886647
2014-04-20,0.042951449642126216
2014-04-21,0.03668015964764803
2014-04-22,0.03645744690848482
2014-04-23,0.029817129481425262
2014-04-24,0.035332888690724436
2014-04-25,0.055582047461237294
2014-04-26,0.039638603341896436
2014-04-27,0.04861631779173178
2014-04-28,0.03552188220839105
2014-04-29,0.033372424747644444
2014-04-30,0.027719291798332813
2014-05-01,0.033362494394763784
2014-05-02,0.031590772688118746
2014-05-03,0.03641126925807012
2014-05-04,0.028176719105610867
2014-05-05,0.026609530360238557
2014-05-06,0.023459747884216325
2014-05-07,0.031156225913569997
2014-05-08,0.023939565983221424
2014-05-09,0.031172056035097154
2014-05-10,0.02548151703212386
2014-05-11,0.03640694891237581
2014-05-12,0.02614836869531062
2014-05-13,0.022776872857352255
2014-05-14,0.023980183307631728
2014-05-15,0.020501708620823116
2014-05-16,0.018484802477473732
2014-05-17,0.016589436514579198
2014-05-18,0.016323473388058996
2014-05-19,0.01511148679179264
2014-05-20,0.041607336568827286
2014-05-21,0.024898943075599037
2014-05-22,0.04301783839614212
2014-05-23,0.027288776222776607
2014-05-24,0.02363918660284471
2014-05-25,0.04815305047937003
2014-05-26,0.034826176772791505
2014-05-27,0.03234367841516402
2014-05-28,0.02713431160202824
2014-05-29,0.0273795827622528
2014-05-30,0.0507009088409029
2014-05-31,0.03286627045545895
2014-06-01,0.02624215927998977
2014-06-02,0.041749123390961894
2014-06-03,0.0313040716978096
2014-06-04,0.04102754133545133
2014-06-05,0.03755484392082362
2014-06-06,0.03323422359720136
2014-06-07,0.028725551893069457
2014-06-08,0.02383387034921617
2014-06-09,0.02550650522717465
2014-06-10,0.021369277115882122
2014-06-11,0.030292713166666176
2014-06-12,0.04484226528172457
2014-06-13,0.029754893725105737
2014-06-14,0.037720563929760316
2014-06-15,0.0350043601381757
2014-06-16,0.026381395800086332
2014-06-17,0.034023329878150224
2014-06-18,0.025006344483808347
2014-06-19,0.02832142220366444
2014-06-20,0.023652128276676412
2014-06-21,0.02016706211562126
2014-06-22,0.021426216485739932
2014-06-23,0.023854807249363348
2014-06-24,0.024450592422661448
2014-06-25,0.03084146313275182
2014-06-26,0.033781111429874375
2014-06-27,0.03605591297442191
2014-06-28,0.02802621140826057
2014-06-29,0.025627954749783438
2014-06-30,0.04320904091360824
2014-07-01,0.028326139309389757
2014-07-02,0.026941744611865093
2014-07-03,0.023573245589546387
2014-07-04,0.029169405941707673
2014-07-05,0.021872867616430036
2014-07-06,0.020351363363842474
2014-07-07,0.0244138072977954
2014-07-08,0.019425907056635317
2014-07-09,0.01787474555056271
2014-07-10,0.018361925015106563
2014-07-11,0.026422525620930032
2014-07-12,0.019419583495108493
2014-07-13,0.02016861782855324
2014-07-14,0.022706653394500224
2014-07-15,0.018542453231447282
2014-07-16,0.018754872782273887
2014-07-17,0.020135529580272055
2014-07-18,0.019570931533587858
2014-07-19,0.016765506588634706
2014-07-20,0.016673609232890452
2014-07-21,0.016453850515227374
2014-07-22,0.015206934012593794
2014-07-23,0.014508147337045061
2014-07-24,0.023546648426929627
2014-07-25,0.017204587535440994
2014-07-26,0.018871545617665953
2014-07-27,0.01690290831876614
2014-07-28,0.016818097010520196
2014-07-29,0.016261528882908587
2014-07-30,0.027613494459891988
2014-07-31,0.03049971203585068
2014-08-01,0.029504619581611144
2014-08-02,0.024589659420877222
2014-08-03,0.020675339827747722
2014-08-04,0.017840315347025508
2014-08-05,0.01886332875804134
2014-08-06,0.01622244046679892
2014-08-07,0.016496587907100378
2014-08-08,0.015909030586009225
2014-08-09,0.01477248027739375
2014-08-10,0.014335636617792255
2014-08-11,0.023332055289266358
2014-08-12,0.019227877811681175
2014-08-13,0.028880822200012098
2014-08-14,0.04569739087867478
2014-08-15,0.028461469569966178
2014-08-16,0.03797288390542139
2014-08-17,0.04256637756232163
2014-08-18,0.04910625001729595
2014-08-19,0.04433469433249755
2014-08-20,0.05098723323023717
2014-08-21,0.03500258321826184
2014-08-22,0.029023698640683257
2014-08-23,0.038570163014939596
2014-08-24,0.034971637594400556
2014-08-25,0.03053471850407175
2014-08-26,0.031573270561855896
2014-08-27,0.02508496612048881
2014-08-28,0.023272926610783968
2014-08-29,0.020830658233840078
2014-08-30,0.023399702732455126
2014-08-31,0.036191569403243994
2014-09-01,0.025829403303734098
2014-09-02,0.021096802312792658
2014-09-03,0.018390865071852492
2014-09-04,0.028830812910452853
2014-09-05,0.02833347785111936
2014-09-06,0.02166103583246239
2014-09-07,0.019279628937243873
2014-09-08,0.02410074126041391
2014-09-09,0.021215941325453236
2014-09-10,0.020126816639902102
2014-09-11,0.017165963971226713
2014-09-12,0.0172502150425924
2014-09-13,0.017561395264354032
2014-09-14,0.016320054216055938
2014-09-15,0.0163128997416131
2014-09-16,0.020913211388650654
2014-09-17,0.02209600528079148
2014-09-18,0.039121162641396375
2014-09-19,0.049863790319013536
2014-09-20,0.04422776989700862
2014-09-21,0.03849656739085949
2014-09-22,0.028268624310742226
2014-09-23,0.054126087425792876
2014-09-24,0.0438995251865397
2014-09-25,0.04298529331019525
2014-09-26,0.03330494647152753
2014-09-27,0.030010386551278204
2014-09-28,0.04802953651783477
2014-09-29,0.03182011502455079
2014-09-30,0.04185754275342856
2014-10-01,0.034015562785227785
2014-10-02,0.03657752561399793
2014-10-03,0.042242053655225
2014-10-04,0.05819899762216419
2014-10-05,0.040708235779345674
2014-10-06,0.034378761929366244
2014-10-07,0.034677800177531075
2014-10-08,0.04932569195598226
2014-10-09,0.038603720009784334
2014-10-10,0.03127820767195197
2014-10-11,0.02780399283495563
2014-10-12,0.03991276404606432
2014-10-13,0.04107491671617185
2014-10-14,0.03662665741984443
2014-10-15,0.032777296885926364
2014-10-16,0.03781196594950108
2014-10-17,0.02791953260937687
2014-10-18,0.03221695236895339
2014-10-19,0.026142012067202645
2014-10-20,0.029017599284430703
2014-10-21,0.025745935274678892
2014-10-22,0.02488237776965914
2014-10-23,0.043506895723515536
2014-10-24,0.027466349190035478
2014-10-25,0.035433519175606394
2014-10-26,0.03255161681601378
2014-10-27,0.02706534917786624
2014-10-28,0.026557275316243505
2014-10-29,0.04389484662672402
2014-10-30,0.039518986380033
2014-10-31,0.03549902676372693
2014-11-01,0.041275086835763225
2014-11-02,0.02923076373344859
2014-11-03,0.024702025770285022
2014-11-04,0.025420799569400916
2014-11-05,0.03126412943323111
2014-11-06,0.03490108948640937
2014-11-07,0.03266258597612711
2014-11-08,0.027648217584120015
2014-11-09,0.04146833184798916
2014-11-10,0.02838964503967336
2014-11-11,0.024676408592785595
2014-11-12,0.06218912293146833
2014-11-13,0.03396185058549045
2014-11-14,0.04869858269009524
2014-11-15,0.05097801048942297
2014-11-16,0.04501832605277339
2014-11-17,0.03409686077738161
2014-11-18,0.04137848016582127
2014-11-19,0.03232426776657687
2014-11-20,0.04825179748141132
2014-11-21,0.03618615575827726
2014-11-22,0.02927879213236344
2014-11-23,0.04102594821099103
2014-11-24,0.03724119819404367
2014-11-25,0.02830831058549315
2014-11-26,0.03314608186533171
2014-11-27,0.026291436406649136
2014-11-28,0.030538583545572037
2014-11-29,0.02442607174400994
2014-11-30,0.02246441892652228
2014-12-01,0.01939012144844276
2014-12-02,0.02033541197091218
2014-12-03,0.023986136837834
2014-12-04,0.025477103013031323
2014-12-05,0.029105401085600908
2014-12-06,0.023568179111237895
2014-12-07,0.020099135465247022
2014-12-08,0.031257343799126695
2014-12-09,0.03409089267141764
2014-12-10,0.025983657781432613
2014-12-11,0.021249151162404247
2014-12-12,0.02267866764825611
2014-12-13,0.02192615273347636
2014-12-14,0.025066432185153503
2014-12-15,0.028667945912052954
2014-12-16,0.04057860615190078
2014-12-17,0.03471577252776996
2014-12-18,0.03261861410169619
2014-12-19,0.02931424421016303
2014-12-20,0.03680548529465192
2014-12-21,0.03572178846846044
2014-12-22,0.03817365041855609
2014-12-23,0.03082133688748534
2014-12-24,0.0394222681144436
2014-12-25,0.030964313241876793
2014-12-26,0.03643362344684734
2014-12-27,0.0414947853655601
2014-12-28,0.029209481662845944
2014-12-29,0.027923870019178298
2014-12-30,0.024948490045889726
2014-12-31,0.0333837286594096
2015-01-01,0.030285071793840507
2015-01-02,0.02411702552678751
2015-01-03,0.05345311903782489
2015-01-04,0.05840903005010734
2015-01-05,0.0504053687090452
2015-01-06,0.05051367760095619
2015-01-07,0.0468408421165437
2015-01-08,0.05037498075784468
2015-01-09,0.04465463262077703
2015-01-10,0.054298005939369974
2015-01-11,0.04559566920232654
2015-01-12,0.03438051051699053
2015-01-13,0.08187679196065188
2015-01-14,0.10465725478075903
2015-01-15,0.10362497935659998
2015-01-16,0.0628026262257987
2015-01-17,0.06060701169246921
2015-01-18,0.06470879607236922
2015-01-19,0.05442114921943217
2015-01-20,0.0495491379495706
2015-01-21,0.06565045527895397
2015-01-22,0.05180538137808612
2015-01-23,0.041093352456127205
2015-01-24,0.05965716695723031
2015-01-25,0.047189530852744764
2015-01-26,0.06402308344601713
2015-01-27,0.05400819466754597
2015-01-28,0.07906610828071002
2015-01-29,0.04969903351193355
2015-01-30,0.04674418823260393
2015-01-31,0.056529866982987134
2015-02-01,0.05590753061269329
2015-02-02,0.06058542560306168
2015-02-03,0.061027532935524854
2015-02-04,0.04424188758290834
2015-02-05,0.052947363392710584
2015-02-06,0.04733514740869011
2015-02-07,0.04575638913844295
2015-02-08,0.04225221046345848
2015-02-09,0.03809519394848761
2015-02-10,0.03157104537577999
2015-02-11,0.028380373863758173
2015-02-12,0.02899377278686473
2015-02-13,0.04732471379783353
2015-02-14,0.06144822181834933
2015-02-15,0.07039668820242327
2015-02-16,0.0436945427095449
2015-02-17,0.04864284129188249
2015-02-18,0.04760743601099732
2015-02-19,0.04377897156846615
2015-02-20,0.03826537962504759
2015-02-21,0.03131991404684428
2015-02-22,0.041218593979230875
2015-02-23,0.03267896981867892
2015-02-24,0.02760004149124115
2015-02-25,0.0253914534629824
2015-02-26,0.022915431581735004
2015-02-27,0.0471135919857534
2015-02-28,0.029355589212013266
2015-03-01,0.032433824211015795
2015-03-02,0.04700095913872602
2015-03-03,0.038454576314621944
2015-03-04,0.041453623024946706
2015-03-05,0.03288942246327483
2015-03-06,0.029832749053870285
2015-03-07,0.028051857642417577
2015-03-08,0.02409555378202409
2015-03-09,0.04106688203352484
